,code,var
976,h0408-11,servicio_salud_acudio-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
977,h0408-12,servicio_salud_acudio-Consultorios pertenecientes a farmacias / Farmacia con consu
978,h0408-13,servicio_salud_acudio-Consultorio dentro de hospital privado
979,h0408-14,servicio_salud_acudio-Área de urgencias/hospitalización dentro de hospital privado
980,h0408-15,servicio_salud_acudio-Atención privada en torre de consultorios médicos o en una c
981,h0408-16,servicio_salud_acudio-Consultorio en domicilio particular de médico privado
982,h0408-17,servicio_salud_acudio-Atención privada en mi domicilio
983,h0408-18,"servicio_salud_acudio-Atención privada vía remota (teléfono, mensajes de texto, te"
984,h0408-19,servicio_salud_acudio-Médico laboral (médico de la empresa)
985,h0408-20,"servicio_salud_acudio-Curandero, hierbero, naturista"
986,h0408-21,"servicio_salud_acudio-Homeópata, partera, acupunturista"
987,h0408-22,servicio_salud_acudio-Otro (especifique)
988,h0408-23,servicio_salud_acudio-No sabe / No recuerda
989,h0409a-1,atencion_salud_requirio_1-ir a consulta externa?
990,h0409a-2,atencion_salud_requirio_1-hospitalización (internamiento)?
991,h0409a-3,atencion_salud_requirio_1-ir a consulta de urgencias? (ser atendido en una área de urg
992,h0409a-4,"atencion_salud_requirio_1-Otros (vía remota, domicilio, etc.)"
993,h0601a-1,apoyo_liconsa-Sí
994,h0601a-2,apoyo_liconsa-No
995,h0601a-9,apoyo_liconsa-No Sabe
996,h0601b-1,apoyo_pam-Sí
997,h0601b-2,apoyo_pam-No
998,h0601b-9,apoyo_pam-No Sabe
999,h0601c-1,apoyo_dif_dispensas-Sí
1000,h0601c-2,apoyo_dif_dispensas-No
1001,h0601c-9,apoyo_dif_dispensas-No Sabe
1002,h0601d-1,apoyo_dif_escolares-Sí
1003,h0601d-2,apoyo_dif_escolares-No
1004,h0601d-9,apoyo_dif_escolares-No Sabe
1005,h0601e-1,apoyo_dif_pde-Sí
1006,h0601e-2,apoyo_dif_pde-No
1007,h0601e-9,apoyo_dif_pde-No Sabe
1008,h0601f-1,apoyo_dif_p_escuela_nuestra-Sí
1009,h0601f-2,apoyo_dif_p_escuela_nuestra-No
1010,h0601f-9,apoyo_dif_p_escuela_nuestra-No Sabe
1011,h0601i-1,apoyo_comedor_indigena-Sí
1012,h0601i-2,apoyo_comedor_indigena-No
1013,h0601i-9,apoyo_comedor_indigena-No Sabe
1014,h0601j-1,apoyo_comedor_jcf-Sí
1015,h0601j-2,apoyo_comedor_jcf-No
1016,h0601j-9,apoyo_comedor_jcf-No Sabe
1017,h0601k-1,apoyo_benito_juarez-Sí
1018,h0601k-2,apoyo_benito_juarez-No
1019,h0601k-9,apoyo_benito_juarez-No Sabe
1020,h0601l-1,apoyo_pension_bienestar-Sí
1021,h0601l-2,apoyo_pension_bienestar-No
1022,h0601l-9,apoyo_pension_bienestar-No Sabe
1023,h0601m-1,apoyo_pension_bienestar_ninios-Sí
1024,h0601m-2,apoyo_pension_bienestar_ninios-No
1025,h0601m-9,apoyo_pension_bienestar_ninios-No Sabe
1026,h16041d-1,apoyo_vacunas_dosis_1-1
1027,h16041d-2,apoyo_vacunas_dosis_1-2
1028,h16041d-3,apoyo_vacunas_dosis_1-3
1029,h16041d-4,apoyo_vacunas_dosis_1-4
1030,h16041d-5,apoyo_vacunas_dosis_1-5
1031,h16041d-6,apoyo_vacunas_dosis_1-6
1032,h16041d-7,apoyo_vacunas_dosis_1-7
1033,h16041d-8,apoyo_vacunas_dosis_1-8
1034,h16041d-9,apoyo_vacunas_dosis_1-9
1035,h16041d-10,apoyo_vacunas_dosis_1-10
1036,h16041d-11,apoyo_vacunas_dosis_1-11
1037,h16041d-12,apoyo_vacunas_dosis_1-12
1038,h16041d-13,apoyo_vacunas_dosis_1-13
1039,h16041d-14,apoyo_vacunas_dosis_1-14
1040,h16041d-15,apoyo_vacunas_dosis_1-15
1041,h16041d-16,apoyo_vacunas_dosis_1-16
1042,h16041d-17,apoyo_vacunas_dosis_1-17
1043,h16041d-18,apoyo_vacunas_dosis_1-18
1044,h16041d-19,apoyo_vacunas_dosis_1-19
1045,h16041d-20,apoyo_vacunas_dosis_1-20
1046,h16041d-21,apoyo_vacunas_dosis_1-21
1047,h16041d-22,apoyo_vacunas_dosis_1-22
1048,h16041d-23,apoyo_vacunas_dosis_1-23
1049,h16041d-24,apoyo_vacunas_dosis_1-24
1050,h16041d-25,apoyo_vacunas_dosis_1-25
1051,h16041d-26,apoyo_vacunas_dosis_1-26
1052,h16041d-27,apoyo_vacunas_dosis_1-27
1053,h16041d-28,apoyo_vacunas_dosis_1-28
1054,h16041d-29,apoyo_vacunas_dosis_1-29
1055,h16041d-30,apoyo_vacunas_dosis_1-30
1056,h16041d-31,apoyo_vacunas_dosis_1-31
1057,h16041d-99,apoyo_vacunas_dosis_1-No recuerda
1058,h0601n-1,apoyo_asa-Sí
1059,h0601n-2,apoyo_asa-No
1060,h0601n-9,apoyo_asa-No Sabe
1061,h0601p-1,otro_apoyo-Sí
1062,h0601p-2,otro_apoyo-No
1063,h0601p-9,otro_apoyo-No Sabe
1064,h0605-1,apoyo_seguro_popular-Sí
1065,h0605-2,apoyo_seguro_popular-No
1066,h0605-9,apoyo_seguro_popular-No Sabe
1067,h0607a-1,beneficio_1_recibido-Acciones de detección y prevención para toda la familia
1068,h0607a-2,beneficio_1_recibido-Medicina Ambulatoria
1069,h0607a-3,beneficio_1_recibido-Odontología
1070,h0607a-4,beneficio_1_recibido-Salud Reproductiva
1071,h0607a-5,"beneficio_1_recibido-Embarazo, parto y recién nacido"
1072,h0607a-6,beneficio_1_recibido-Rehabilitación
1073,h0607a-7,beneficio_1_recibido-Hospitalización
1074,h0607a-8,beneficio_1_recibido-Urgencias
1075,h0607a-9,beneficio_1_recibido-Cirugía
1076,h0607a-99,beneficio_1_recibido-No sabe/No responde
1077,h0607b-1,beneficio_2_recibido-Acciones de detección y prevención para toda la familia
1078,h0607b-2,beneficio_2_recibido-Medicina Ambulatoria
1079,h0607b-3,beneficio_2_recibido-Odontología
1080,h0607b-4,beneficio_2_recibido-Salud Reproductiva
1081,h0607b-5,"beneficio_2_recibido-Embarazo, parto y recién nacido"
1082,h0607b-6,beneficio_2_recibido-Rehabilitación
1083,h0607b-7,beneficio_2_recibido-Hospitalización
1084,h0607b-8,beneficio_2_recibido-Urgencias
1085,h0607b-9,beneficio_2_recibido-Cirugía
1086,h0607b-99,beneficio_2_recibido-No sabe/No responde
1087,h0607c-1,beneficio_3_recibido-Acciones de detección y prevención para toda la familia
1088,h0607c-2,beneficio_3_recibido-Medicina Ambulatoria
1089,h0607c-3,beneficio_3_recibido-Odontología
1090,h0607c-4,beneficio_3_recibido-Salud Reproductiva
1091,h0607c-5,"beneficio_3_recibido-Embarazo, parto y recién nacido"
1092,h0607c-6,beneficio_3_recibido-Rehabilitación
1093,h0607c-7,beneficio_3_recibido-Hospitalización
1094,h0607c-8,beneficio_3_recibido-Urgencias
1095,h0607c-9,beneficio_3_recibido-Cirugía
1096,h0607c-99,beneficio_3_recibido-No sabe/No responde
1097,h0607d-1,beneficio_4_recibido-Acciones de detección y prevención para toda la familia
1098,h0607d-2,beneficio_4_recibido-Medicina Ambulatoria
1099,h0607d-3,beneficio_4_recibido-Odontología
1100,h0607d-4,beneficio_4_recibido-Salud Reproductiva
1101,h0607d-5,"beneficio_4_recibido-Embarazo, parto y recién nacido"
1102,h0607d-6,beneficio_4_recibido-Rehabilitación
1103,h0607d-7,beneficio_4_recibido-Hospitalización
1104,h0607d-8,beneficio_4_recibido-Urgencias
1105,h0607d-9,beneficio_4_recibido-Cirugía
1106,h0607d-99,beneficio_4_recibido-No sabe/No responde
1107,h0607e-1,beneficio_5_recibido-Acciones de detección y prevención para toda la familia
1108,h0607e-2,beneficio_5_recibido-Medicina Ambulatoria
1109,h0607e-3,beneficio_5_recibido-Odontología
1110,h0607e-4,beneficio_5_recibido-Salud Reproductiva
1111,h0607e-5,"beneficio_5_recibido-Embarazo, parto y recién nacido"
1112,h0607e-6,beneficio_5_recibido-Rehabilitación
1113,h0607e-7,beneficio_5_recibido-Hospitalización
1114,h0607e-8,beneficio_5_recibido-Urgencias
1115,h0607e-9,beneficio_5_recibido-Cirugía
1116,h0607e-99,beneficio_5_recibido-No sabe/No responde
1117,h0903-1,deporte_en_covid-Sí
1118,h0903-2,deporte_en_covid-No
1119,h0903-9,deporte_en_covid-NS/NR
1120,h0904-1,cambio_deporte_pandemia-aumentó?
1121,h0904-2,cambio_deporte_pandemia-disminuyó?
1122,h0904-3,cambio_deporte_pandemia-fue igual?
1123,h0906-1,cambio_peso_pandemia-aumentó?
1124,h0906-2,cambio_peso_pandemia-disminuyó?
1125,h0906-3,cambio_peso_pandemia-fue igual?
1126,h1201-1,"realizo_prueba_covid-SÍ tuve(o) la intención, pero no fui (e) y no me (se) la hic"
1127,h1201-2,"realizo_prueba_covid-Sí fui (e), pero no me (se) la hice (hicieron)"
1128,h1201-3,realizo_prueba_covid-SÍ me hice la prueba
1129,h1201-4,realizo_prueba_covid-No
1130,h1201-5,realizo_prueba_covid-NS/NR
1131,h1203-1,lugar_prueba_covid-Laboratorio o unidad de atención privada
1132,h1203-2,lugar_prueba_covid-Kiosko o unidad de salud pública
1133,h1203-3,lugar_prueba_covid-Prueba-auto-aplicada
1134,h1203-9,lugar_prueba_covid-N/S/NR
1135,h1204-1,"obtuvo_resultado_covid-Sí, positivo"
1136,h1204-2,"obtuvo_resultado_covid-Sí, negativo"
1137,h1204-3,obtuvo_resultado_covid-No me entregaron el resultado
1138,h1205-1,fue_diagnosticado_covid-Sí
1139,h1205-2,fue_diagnosticado_covid-No
1140,h1205-9,fue_diagnosticado_covid-NS/NR
1141,h1206-1,como_diagnostico-Con prueba
1142,h1206-2,como_diagnostico-Con síntomas
1143,h1206-3,como_diagnostico-Ambas
1144,h1206-9,como_diagnostico-NS/NR
1145,h1207-1,mes_diagnostico-Enero
1146,h1207-2,mes_diagnostico-Febrero
1147,h1207-3,mes_diagnostico-Marzo
1148,h1207-4,mes_diagnostico-Abril
1149,h1207-5,mes_diagnostico-Mayo
1150,h1207-6,mes_diagnostico-Junio
1151,h1207-7,mes_diagnostico-Julio
1152,h1207-8,mes_diagnostico-Agosto
1153,h1207-9,mes_diagnostico-Septiembre
1154,h1207-10,mes_diagnostico-Octubre
1155,h1207-11,mes_diagnostico-Noviembre
1156,h1207-12,mes_diagnostico-Diciembre
1157,h1207-99,mes_diagnostico-NS/NR
1158,h1208-1,covid_busco_atencion-Sí
1159,h1208-2,covid_busco_atencion-No
1160,h1208-9,covid_busco_atencion-NS/NR
1161,h1210-1,covid_lugar_busco_atencion-Instituto Mexicano del Seguro Social (IMSS)
1162,h1210-2,covid_lugar_busco_atencion-ISSSTE/ISSSTE Estatal
1163,h1210-3,covid_lugar_busco_atencion-PEMEX
1164,h1210-4,covid_lugar_busco_atencion-Defensa
1165,h1210-5,covid_lugar_busco_atencion-Marina
1166,h1210-6,covid_lugar_busco_atencion-Centro de Salud u Hospital de la SSA
1167,h1210-7,covid_lugar_busco_atencion-IMSS Bienestar (antes Oportunidades)
1168,h1210-8,"covid_lugar_busco_atencion-DIF federal, estatal o municipal"
1169,h1210-9,covid_lugar_busco_atencion-Cruz Roja/Cruz Verde
1170,h1210-10,covid_lugar_busco_atencion-Instituto Nacional de Salud
1171,h1210-11,covid_lugar_busco_atencion-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
1172,h1210-12,covid_lugar_busco_atencion-Consultorios pertenecientes a farmacias/Farmacias con consul
1173,h1210-13,covid_lugar_busco_atencion-Consultorio dentro de hospital privado
1174,h1210-14,covid_lugar_busco_atencion-Área de urgencias/hospitalización dentro de hospital privado
1175,h1210-15,covid_lugar_busco_atencion-Atención privada en torre de consultorios médicos o en una c
1176,h1210-16,covid_lugar_busco_atencion-Consultorio en domicilio particular de médico privado
1177,h1210-17,covid_lugar_busco_atencion-Atención privada en mi domicilio
1178,h1210-18,"covid_lugar_busco_atencion-Atención privada vía remota (teléfono, mensajes de texto, te"
1179,h1210-19,covid_lugar_busco_atencion-Médico laboral (médico de la empresa)
1180,h1210-20,"covid_lugar_busco_atencion-Curandero, hierbero, naturista"
1181,h1210-21,"covid_lugar_busco_atencion-Homeópata, partera, acupunturista"
1182,h1210-22,covid_lugar_busco_atencion-Otro (especifique)
1183,h1210-23,covid_lugar_busco_atencion-No sabe / No recuerda
1184,h1211-1,covid_fue_atendido-Sí
1185,h1211-2,covid_fue_atendido-No
1186,h1211-9,covid_fue_atendido-NS/NR
1187,h1213a-A,secuelas_post_covid_1-Tos
1188,h1213a-B,secuelas_post_covid_1-Fatiga
1189,h1213a-C,secuelas_post_covid_1-Ansiedad
1190,h1213a-D,secuelas_post_covid_1-Depresión
1191,h1213a-E,secuelas_post_covid_1-Fiebre
1192,h1213a-F,secuelas_post_covid_1-Dificultad para dormir
1193,h1213a-G,secuelas_post_covid_1-Complicaciones en el riñón
1194,h1213a-H,secuelas_post_covid_1-Falta de hambre
1195,h1213a-I,secuelas_post_covid_1-Pérdida de peso
1196,h1213a-J,secuelas_post_covid_1-Dolor de cabeza
1197,h1213a-K,secuelas_post_covid_1-Mareo
1198,h1213a-L,secuelas_post_covid_1-Dolores en músculos o articulaciones
1199,h1213a-M,secuelas_post_covid_1-Dificultad para respirar
1200,h1213a-N,secuelas_post_covid_1-Falta de aire
1201,h1213a-O,secuelas_post_covid_1-Dolor en el pecho
1202,h1213a-P,secuelas_post_covid_1-Vómito o diarrea
1203,h1213a-Q,secuelas_post_covid_1-Pérdida o disminución del olfato
1204,h1213a-R,secuelas_post_covid_1-Pérdida o disminución del gusto
1205,h1213a-S,secuelas_post_covid_1-Dificultad para pensar o concentrarse
1206,h1213a-T,secuelas_post_covid_1-Otro (especifique)
1207,h1213a-U,secuelas_post_covid_1-No tuve síntomas / secuelas
1208,h1213a-X,secuelas_post_covid_1-NS/NR
1209,h1213b-A,secuelas_post_covid_2-Tos
1210,h1213b-B,secuelas_post_covid_2-Fatiga
1211,h1213b-C,secuelas_post_covid_2-Ansiedad
1212,h1213b-D,secuelas_post_covid_2-Depresión
1213,h1213b-E,secuelas_post_covid_2-Fiebre
1214,h1213b-F,secuelas_post_covid_2-Dificultad para dormir
1215,h1213b-G,secuelas_post_covid_2-Complicaciones en el riñón
1216,h1213b-H,secuelas_post_covid_2-Falta de hambre
1217,h1213b-I,secuelas_post_covid_2-Pérdida de peso
1218,h1213b-J,secuelas_post_covid_2-Dolor de cabeza
1219,h1213b-K,secuelas_post_covid_2-Mareo
1220,h1213b-L,secuelas_post_covid_2-Dolores en músculos o articulaciones
1221,h1213b-M,secuelas_post_covid_2-Dificultad para respirar
1222,h1213b-N,secuelas_post_covid_2-Falta de aire
1223,h1213b-O,secuelas_post_covid_2-Dolor en el pecho
1224,h1213b-P,secuelas_post_covid_2-Vómito o diarrea
1225,h1213b-Q,secuelas_post_covid_2-Pérdida o disminución del olfato
1226,h1213b-R,secuelas_post_covid_2-Pérdida o disminución del gusto
1227,h1213b-S,secuelas_post_covid_2-Dificultad para pensar o concentrarse
1228,h1213b-T,secuelas_post_covid_2-Otro (especifique)
1229,h1213b-U,secuelas_post_covid_2-No tuve síntomas / secuelas
1230,h1213b-X,secuelas_post_covid_2-NS/NR
1231,h1213c-A,secuelas_post_covid_3-Tos
1232,h1213c-B,secuelas_post_covid_3-Fatiga
1233,h1213c-C,secuelas_post_covid_3-Ansiedad
1234,h1213c-D,secuelas_post_covid_3-Depresión
1235,h1213c-E,secuelas_post_covid_3-Fiebre
1236,h1213c-F,secuelas_post_covid_3-Dificultad para dormir
1237,h1213c-G,secuelas_post_covid_3-Complicaciones en el riñón
1238,h1213c-H,secuelas_post_covid_3-Falta de hambre
1239,h1213c-I,secuelas_post_covid_3-Pérdida de peso
1240,h1213c-J,secuelas_post_covid_3-Dolor de cabeza
1241,h1213c-K,secuelas_post_covid_3-Mareo
1242,h1213c-L,secuelas_post_covid_3-Dolores en músculos o articulaciones
1243,h1213c-M,secuelas_post_covid_3-Dificultad para respirar
1244,h1213c-N,secuelas_post_covid_3-Falta de aire
1245,h1213c-O,secuelas_post_covid_3-Dolor en el pecho
1246,h1213c-P,secuelas_post_covid_3-Vómito o diarrea
1247,h1213c-Q,secuelas_post_covid_3-Pérdida o disminución del olfato
1248,h1213c-R,secuelas_post_covid_3-Pérdida o disminución del gusto
1249,h1213c-S,secuelas_post_covid_3-Dificultad para pensar o concentrarse
1250,h1213c-T,secuelas_post_covid_3-Otro (especifique)
1251,h1213c-U,secuelas_post_covid_3-No tuve síntomas / secuelas
1252,h1213c-X,secuelas_post_covid_3-NS/NR
1253,h1214-1,secuelas_mantenidas-Sí
1254,h1214-2,secuelas_mantenidas-No
1255,h1214-9,secuelas_mantenidas-NS/NR
1256,h1215-1,tiempo_sintomas_post_covid-Menos de un mes
1257,h1215-2,tiempo_sintomas_post_covid-De uno a tres meses
1258,h1215-3,tiempo_sintomas_post_covid-Tres a seis meses
1259,h1215-4,tiempo_sintomas_post_covid-Más de 6 meses
1260,h1216-1,secuela_limita_banio-Sí
1261,h1216-2,secuela_limita_banio-No
1262,h1216-9,secuela_limita_banio-NS/NR
1263,h1217-1,secuela_limita_salir-Sí
1264,h1217-2,secuela_limita_salir-No
1265,h1217-9,secuela_limita_salir-NS/NR
1266,h1601-1,"elegible_vacuna-Sí, soy (es) personal de salud"
1267,h1601-2,"elegible_vacuna-Sí, tengo (tiene) más de 60 años"
1268,h1601-3,"elegible_vacuna-Sí, tengo (tiene) entre 50 y 59 años"
1269,h1601-4,"elegible_vacuna-Sí, tengo (tiene) entre 40 y 49 años"
1270,h1601-5,"elegible_vacuna-Sí, soy (es) maestro/docente"
1271,h1601-6,"elegible_vacuna-Sí, estoy (está) o estuve (estuvo) embarazada"
1272,h1601-7,elegible_vacuna-Otro (especificar)
1273,h1601-8,elegible_vacuna-No soy (es) elegible
1274,h1601-9,elegible_vacuna-No sé
1275,h1602-1,"vacuna_aplicada-Sí, una dosis"
1276,h1602-2,"vacuna_aplicada-Sí, dos dosis"
1277,h1602-3,"vacuna_aplicada-Sí, dosis única"
1278,h1602-4,vacuna_aplicada-No
1279,h1603-1,municipio_aplicacion-En el municipio donde actualmente vivo
1280,h1603-2,municipio_aplicacion-En otro lugar (especificar)
1281,h16041m-1,mes_vacuna_primera_dosis-Enero
1282,h16041m-2,mes_vacuna_primera_dosis-Febrero
1283,h16041m-3,mes_vacuna_primera_dosis-Marzo
1284,h16041m-4,mes_vacuna_primera_dosis-Abril
1285,h16041m-5,mes_vacuna_primera_dosis-Mayo
1286,h16041m-6,mes_vacuna_primera_dosis-Junio
1287,h16041m-7,mes_vacuna_primera_dosis-Julio
1288,h16041m-8,mes_vacuna_primera_dosis-Agosto
1289,h16041m-9,mes_vacuna_primera_dosis-Septiembre
1290,h16041m-10,mes_vacuna_primera_dosis-Octubre
1291,h16041m-11,mes_vacuna_primera_dosis-Noviembre
1292,h16041m-12,mes_vacuna_primera_dosis-Diciembre
1293,h16041m-99,mes_vacuna_primera_dosis-No recuerda
1294,h16041a-2020,anio_vacuna_primera_dosis-2020
1295,h16041a-2021,anio_vacuna_primera_dosis-2021
1296,h16041a-9999,anio_vacuna_primera_dosis-No recuerda
1297,h16042d-1,dia_vacuna_segunda_dosis-1
1298,h16042d-2,dia_vacuna_segunda_dosis-2
1299,h16042d-3,dia_vacuna_segunda_dosis-3
1300,h16042d-4,dia_vacuna_segunda_dosis-4
1301,h16042d-5,dia_vacuna_segunda_dosis-5
1302,h16042d-6,dia_vacuna_segunda_dosis-6
1303,h16042d-7,dia_vacuna_segunda_dosis-7
1304,h16042d-8,dia_vacuna_segunda_dosis-8
1305,h16042d-9,dia_vacuna_segunda_dosis-9
1306,h16042d-10,dia_vacuna_segunda_dosis-10
1307,h16042d-11,dia_vacuna_segunda_dosis-11
1308,h16042d-12,dia_vacuna_segunda_dosis-12
1309,h16042d-13,dia_vacuna_segunda_dosis-13
1310,h16042d-14,dia_vacuna_segunda_dosis-14
1311,h16042d-15,dia_vacuna_segunda_dosis-15
1312,h16042d-16,dia_vacuna_segunda_dosis-16
1313,h16042d-17,dia_vacuna_segunda_dosis-17
1314,h16042d-18,dia_vacuna_segunda_dosis-18
1315,h16042d-19,dia_vacuna_segunda_dosis-19
1316,h16042d-20,dia_vacuna_segunda_dosis-20
1317,h16042d-21,dia_vacuna_segunda_dosis-21
1318,h16042d-22,dia_vacuna_segunda_dosis-22
1319,h16042d-23,dia_vacuna_segunda_dosis-23
1320,h16042d-24,dia_vacuna_segunda_dosis-24
1321,h16042d-25,dia_vacuna_segunda_dosis-25
1322,h16042d-26,dia_vacuna_segunda_dosis-26
1323,h16042d-27,dia_vacuna_segunda_dosis-27
1324,h16042d-28,dia_vacuna_segunda_dosis-28
1325,h16042d-29,dia_vacuna_segunda_dosis-29
1326,h16042d-30,dia_vacuna_segunda_dosis-30
1327,h16042d-31,dia_vacuna_segunda_dosis-31
1328,h16042d-99,dia_vacuna_segunda_dosis-No recuerda
1329,h16042m-1,mes_vacuna_segunda_dosis-Enero
1330,h16042m-2,mes_vacuna_segunda_dosis-Febrero
1331,h16042m-3,mes_vacuna_segunda_dosis-Marzo
1332,h16042m-4,mes_vacuna_segunda_dosis-Abril
1333,h16042m-5,mes_vacuna_segunda_dosis-Mayo
1334,h16042m-6,mes_vacuna_segunda_dosis-Junio
1335,h16042m-7,mes_vacuna_segunda_dosis-Julio
1336,h16042m-8,mes_vacuna_segunda_dosis-Agosto
1337,h16042m-9,mes_vacuna_segunda_dosis-Septiembre
1338,h16042m-10,mes_vacuna_segunda_dosis-Octubre
1339,h16042m-11,mes_vacuna_segunda_dosis-Noviembre
1340,h16042m-12,mes_vacuna_segunda_dosis-Diciembre
1341,h16042m-99,mes_vacuna_segunda_dosis-No recuerda
1342,h16042a-2020,anio_vacuna_segunda_dosis-2020
1343,h16042a-2021,anio_vacuna_segunda_dosis-2021
1344,h16042a-9999,anio_vacuna_segunda_dosis-No recuerda
1345,h1604ud-1,dia_vacuna_unica_dosis-1
1346,h1604ud-2,dia_vacuna_unica_dosis-2
1347,h1604ud-3,dia_vacuna_unica_dosis-3
1348,h1604ud-4,dia_vacuna_unica_dosis-4
1349,h1604ud-5,dia_vacuna_unica_dosis-5
1350,h1604ud-6,dia_vacuna_unica_dosis-6
1351,h1604ud-7,dia_vacuna_unica_dosis-7
1352,h1604ud-8,dia_vacuna_unica_dosis-8
1353,h1604ud-9,dia_vacuna_unica_dosis-9
1354,h1604ud-10,dia_vacuna_unica_dosis-10
1355,h1604ud-11,dia_vacuna_unica_dosis-11
1356,h1604ud-12,dia_vacuna_unica_dosis-12
1357,h1604ud-13,dia_vacuna_unica_dosis-13
1358,h1604ud-14,dia_vacuna_unica_dosis-14
1359,h1604ud-15,dia_vacuna_unica_dosis-15
1360,h1604ud-16,dia_vacuna_unica_dosis-16
1361,h1604ud-17,dia_vacuna_unica_dosis-17
1362,h1604ud-18,dia_vacuna_unica_dosis-18
1363,h1604ud-19,dia_vacuna_unica_dosis-19
1364,h1604ud-20,dia_vacuna_unica_dosis-20
1365,h1604ud-21,dia_vacuna_unica_dosis-21
1366,h1604ud-22,dia_vacuna_unica_dosis-22
1367,h1604ud-23,dia_vacuna_unica_dosis-23
1368,h1604ud-24,dia_vacuna_unica_dosis-24
1369,h1604ud-25,dia_vacuna_unica_dosis-25
1370,h1604ud-26,dia_vacuna_unica_dosis-26
1371,h1604ud-27,dia_vacuna_unica_dosis-27
1372,h1604ud-28,dia_vacuna_unica_dosis-28
1373,h1604ud-29,dia_vacuna_unica_dosis-29
1374,h1604ud-30,dia_vacuna_unica_dosis-30
1375,h1604ud-31,dia_vacuna_unica_dosis-31
1376,h1604ud-99,dia_vacuna_unica_dosis-No recuerda
1377,h1604um-1,mes_vacuna_unica_dosis-Enero
1378,h1604um-2,mes_vacuna_unica_dosis-Febrero
1379,h1604um-3,mes_vacuna_unica_dosis-Marzo
1380,h1604um-4,mes_vacuna_unica_dosis-Abril
1381,h1604um-5,mes_vacuna_unica_dosis-Mayo
1382,h1604um-6,mes_vacuna_unica_dosis-Junio
1383,h1604um-7,mes_vacuna_unica_dosis-Julio
1384,h1604um-8,mes_vacuna_unica_dosis-Agosto
1385,h1604um-9,mes_vacuna_unica_dosis-Septiembre
1386,h1604um-10,mes_vacuna_unica_dosis-Octubre
1387,h1604um-11,mes_vacuna_unica_dosis-Noviembre
1388,h1604um-12,mes_vacuna_unica_dosis-Diciembre
1389,h1604um-99,mes_vacuna_unica_dosis-No recuerda
1390,h1604ua-2020,anio_vacuna_unica_dosis-2020
1391,h1604ua-2021,anio_vacuna_unica_dosis-2021
1392,h1604ua-9999,anio_vacuna_unica_dosis-No recuerda
1393,h1605-1,vacuna_puesta-Pfizer
1394,h1605-2,vacuna_puesta-Sputnik
1395,h1605-3,vacuna_puesta-Sinovac
1396,h1605-4,vacuna_puesta-Astra Zeneca
1397,h1605-5,vacuna_puesta-CanSino
1398,h1605-6,vacuna_puesta-Otra (especificar)
1399,h1605-9,vacuna_puesta-NS/NR
1400,h1606a-1,molestia_1_post_vacuna-Dolor en el brazo
1401,h1606a-2,molestia_1_post_vacuna-Dolor de cabeza
1402,h1606a-3,molestia_1_post_vacuna-Fiebre
1403,h1606a-4,molestia_1_post_vacuna-Cansancio
1404,h1606a-5,molestia_1_post_vacuna-Dolor de cuerpo
1405,h1606a-6,molestia_1_post_vacuna-Otro (especificar)
1406,h1606a-7,molestia_1_post_vacuna-No tuve ninguna molestia
1407,h1606a-8,molestia_1_post_vacuna-NS/NR
1408,h1606b-1,molestia_2_post_vacuna-Dolor en el brazo
1409,h1606b-2,molestia_2_post_vacuna-Dolor de cabeza
1410,h1606b-3,molestia_2_post_vacuna-Fiebre
1411,h1606b-4,molestia_2_post_vacuna-Cansancio
1412,h1606b-5,molestia_2_post_vacuna-Dolor de cuerpo
1413,h1606b-6,molestia_2_post_vacuna-Otro (especificar)
1414,h1606b-7,molestia_2_post_vacuna-No tuve ninguna molestia
1415,h1606b-8,molestia_2_post_vacuna-NS/NR
1416,h1606c-1,molestia_3_post_vacuna-Dolor en el brazo
1417,h1606c-2,molestia_3_post_vacuna-Dolor de cabeza
1418,h1606c-3,molestia_3_post_vacuna-Fiebre
1419,h1606c-4,molestia_3_post_vacuna-Cansancio
1420,h1606c-5,molestia_3_post_vacuna-Dolor de cuerpo
1421,h1606c-6,molestia_3_post_vacuna-Otro (especificar)
1422,h1606c-7,molestia_3_post_vacuna-No tuve ninguna molestia
1423,h1606c-8,molestia_3_post_vacuna-NS/NR
1424,h1606d-1,molestia_4_post_vacuna-Dolor en el brazo
1425,h1606d-2,molestia_4_post_vacuna-Dolor de cabeza
1426,h1606d-3,molestia_4_post_vacuna-Fiebre
1427,h1606d-4,molestia_4_post_vacuna-Cansancio
1428,h1606d-5,molestia_4_post_vacuna-Dolor de cuerpo
1429,h1606d-6,molestia_4_post_vacuna-Otro (especificar)
1430,h1606d-7,molestia_4_post_vacuna-No tuve ninguna molestia
1431,h1606d-8,molestia_4_post_vacuna-NS/NR
1432,h1606e1-1,molestia_5_post_vacuna-Dolor en el brazo
1433,h1606e1-2,molestia_5_post_vacuna-Dolor de cabeza
1434,h1606e1-3,molestia_5_post_vacuna-Fiebre
1435,h1606e1-4,molestia_5_post_vacuna-Cansancio
1436,h1606e1-5,molestia_5_post_vacuna-Dolor de cuerpo
1437,h1606e1-6,molestia_5_post_vacuna-Otro (especificar)
1438,h1606e1-7,molestia_5_post_vacuna-No tuve ninguna molestia
1439,h1606e1-8,molestia_5_post_vacuna-NS/NR
1440,h1607-1,motivo_no_vacunacion-No he (ha) sido elegible
