subcategoria,var,var_alias,description,visibility,var_type,is_category,values,campo_unificado,class
III. DIABETES MELLITUS,scd_medicion_glucosa,a0306a,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿revisó sus niveles de glucosa?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_medicion_glucosa,FALSE
III. DIABETES MELLITUS,scd_medicion_presion,a0306b,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le tomó la tensión arterial?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_medicion_presion,FALSE
III. DIABETES MELLITUS,scd_medicion_peso,a0306c,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿lo(a) pesó?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_medicion_peso,FALSE
III. DIABETES MELLITUS,scd_medicion_reviso_pies,a0306d,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le pidió quitarse el calzado y le revisó los pies?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_medicion_reviso_pies,FALSE
III. DIABETES MELLITUS,scd_sugerencia_alimentaria,a0306e,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le hizo sugerencias sobre su forma de alimentarse?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_sugerencia_alimentaria,FALSE
III. DIABETES MELLITUS,scd_sugerencia_act_fisica,a0306f,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le hizo sugerencias sobre cómo aumentar su actividad física (caminar, correr, etcétera)?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_sugerencia_act_fisica,FALSE
III. DIABETES MELLITUS,scd_sugerencia_control_diab,a0306g,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿lo invitó a participar en algún Grupo de ayuda mutua para el control de su diabetes?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_sugerencia_control_diab,FALSE
III. DIABETES MELLITUS,scd_medicion_vista,a0306h,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le solicitó que acudiera a revisión de la vista?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_medicion_vista,FALSE
III. DIABETES MELLITUS,scd_revision_dental,a0306i,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le solicitó que acudiera a revisión con un dentista?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_revision_dental,FALSE
III. DIABETES MELLITUS,scd_quimica_sanguinea,a0306j,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le solicitó exámenes de laboratorio en muestras de sangre?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_quimica_sanguinea,FALSE
III. DIABETES MELLITUS,scd_medicion_orina,a0306k,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le solicitó exámenes de laboratorio en muestras de orina?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_medicion_orina,FALSE
III. DIABETES MELLITUS,scd_explico_medicamentos,a0306l,"En esa última ocasión, en el lugar en donde lo(a) atendieron, alguna persona¿le dio explicaciones sobre los medicamentos que le recetó?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Si.', '2': 'No.', '9': 'No Sabe/No responde.'}}",scd_explico_medicamentos,FALSE
III. DIABETES MELLITUS,medicado_insulina_control_azucar,a0307,¿Actualmente toma pastillas o le aplican insulina para controlar su azúcar?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí, solo insulina.', '2': 'Sí, solo pastillas.', '3': 'Sí, ambas.', '4': 'Ninguno.'}}",medicado_insulina_control_azucar,FALSE
III. DIABETES MELLITUS,tiempo_control_azucar_anios,a0308m,¿Cuánto tiempo tiene tomando pastillas para controlar su azúcar? meses,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",tiempo_control_azucar_anios,FALSE
III. DIABETES MELLITUS,tiempo_control_azucar_meses,a0308a,¿Cuánto tiempo tiene tomando pastillas para controlar su azúcar?  años,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",tiempo_control_azucar_meses,FALSE
III. DIABETES MELLITUS,tx_insulina_tiempo_meses,a0309m,¿Hace cuánto tiempo inició el tratamiento con insulina? Meses,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",tx_insulina_tiempo_meses,FALSE
III. DIABETES MELLITUS,tx_insulina_tiempo_anios,a0309a,¿Hace cuánto tiempo inició el tratamiento con insulina? Años,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",tx_insulina_tiempo_anios,FALSE
III. DIABETES MELLITUS,insulina_todos_dias,a0310,¿Se aplica insulina todos los días?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.', '8': 'No responde.'}}",insulina_todos_dias,FALSE
III. DIABETES MELLITUS,insulina_veces_dia,a0311,¿Cuántas veces al día se aplica insulina?,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",insulina_veces_dia,FALSE
III. DIABETES MELLITUS,tx_control_azucar_otro_1,a0312a,"Actualmente, ¿qué otro tratamiento lleva para controlar su azúcar? Prioridad 1",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Plan de alimentación (dieta recomendada por personal de salu', '2': 'Plan de ejercicio físico.', '3': 'Medicina alternativa.', '4': 'Otros.', '5': 'Ninguno.'}}",tx_control_azucar_otro_1,FALSE
III. DIABETES MELLITUS,tx_control_azucar_otro_2,a0312b,"Actualmente, ¿qué otro tratamiento lleva para controlar su azúcar? Prioridad 2",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Plan de alimentación (dieta recomendada por personal de salu', '2': 'Plan de ejercicio físico.', '3': 'Medicina alternativa.', '4': 'Otros.', '5': 'Ninguno.'}}",tx_control_azucar_otro_2,FALSE
III. DIABETES MELLITUS,tx_ultimos_6meses_suspendido,a0313,En los últimos seis meses ¿Ha suspendido algun(os) de los medicamentos más de una vez a la semana?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí.', '2': 'No.', '9': 'No sabe.'}}",tx_ultimos_6meses_suspendido,FALSE
III. DIABETES MELLITUS,tx_ultimos_suspendido_causa,a0314,¿Cuál fue la causa de la suspensión?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Se le olvidó tomar los medicamentos.', '2': 'Consideró que no lo necesitaba.', '3': 'Tuvo miedo a la hipoglucemia.', '4': 'Tuvo temor sobre la seguridad del medicamento.', '5': 'No le surtieron los medicamentos en la unidad  Médica.', '6': 'No encontró el medicamento en la farmacia.', '7': 'No tuvo dinero para comprarlo(s).', '8': 'Otro.'}}",tx_ultimos_suspendido_causa,FALSE
III. DIABETES MELLITUS,ult_anio_evitar_comp_diab_medida_1,a0315a,"Debido a la diabetes, ¿qué medidas preventivas ha seguido para evitar complicaciones en el último año? Prioridad 1",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Revisión de la vista.', '2': 'Toma una aspirina diaria.', '3': 'Revisión de pies.', '4': 'Examen general de orina.', '5': 'Microalbuminuria (con recolección de orina de 24 horas).', '6': 'Medición de la presión arterial.', '7': 'Aplicación de vacuna contra influenza.', '8': 'Aplicación de vacuna contra neumococo.', '9': 'Medición del colesterol y los triglicéridos.', '10': 'Toma un medicamento para disminuir la concentración de coles', '11': 'Toma un medicamento para el control de su presión arterial (', '12': 'Dejó de fumar.', '13': 'Revisión dental.', '14': 'Recibió educación sobre su enfermedad.', '15': 'Electrocardiograma.', '16': 'Evita calzado que pueda lesionar   sus pies.', '17': 'Acude a algún grupo de ayuda mutua.', '18': 'Otro (especifica).', '19': 'No realiza ninguna medida preventiva.', '20': 'Medición de glucosa en sangre capilar en casa.', '21': 'Determinación de glucosa en sangre venosa.', '22': 'Determinación de hemoglobina glucosilada.'}}",ult_anio_evitar_comp_diab_medida_1,FALSE
III. DIABETES MELLITUS,ult_anio_evitar_comp_diab_medida_2,a0315b,"Debido a la diabetes, ¿qué medidas preventivas ha seguido para evitar complicaciones en el último año? Prioridad 2",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Revisión de la vista.', '2': 'Toma una aspirina diaria.', '3': 'Revisión de pies.', '4': 'Examen general de orina.', '5': 'Microalbuminuria (con recolección de orina de 24 horas).', '6': 'Medición de la presión arterial.', '7': 'Aplicación de vacuna contra influenza.', '8': 'Aplicación de vacuna contra neumococo.', '9': 'Medición del colesterol y los triglicéridos.', '10': 'Toma un medicamento para disminuir la concentración de coles', '11': 'Toma un medicamento para el control de su presión arterial (', '12': 'Dejó de fumar.', '13': 'Revisión dental.', '14': 'Recibió educación sobre su enfermedad.', '15': 'Electrocardiograma.', '16': 'Evita calzado que pueda lesionar   sus pies.', '17': 'Acude a algún grupo de ayuda mutua.', '18': 'Otro (especifica).', '19': 'No realiza ninguna medida preventiva.', '20': 'Medición de glucosa en sangre capilar en casa.', '21': 'Determinación de glucosa en sangre venosa.', '22': 'Determinación de hemoglobina glucosilada.'}}",ult_anio_evitar_comp_diab_medida_2,FALSE
III. DIABETES MELLITUS,ult_anio_evitar_comp_diab_medida_3,a0315c,"Debido a la diabetes, ¿qué medidas preventivas ha seguido para evitar complicaciones en el último año? Prioridad 3",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Revisión de la vista.', '2': 'Toma una aspirina diaria.', '3': 'Revisión de pies.', '4': 'Examen general de orina.', '5': 'Microalbuminuria (con recolección de orina de 24 horas).', '6': 'Medición de la presión arterial.', '7': 'Aplicación de vacuna contra influenza.', '8': 'Aplicación de vacuna contra neumococo.', '9': 'Medición del colesterol y los triglicéridos.', '10': 'Toma un medicamento para disminuir la concentración de coles', '11': 'Toma un medicamento para el control de su presión arterial (', '12': 'Dejó de fumar.', '13': 'Revisión dental.', '14': 'Recibió educación sobre su enfermedad.', '15': 'Electrocardiograma.', '16': 'Evita calzado que pueda lesionar   sus pies.', '17': 'Acude a algún grupo de ayuda mutua.', '18': 'Otro (especifica).', '19': 'No realiza ninguna medida preventiva.', '20': 'Medición de glucosa en sangre capilar en casa.', '21': 'Determinación de glucosa en sangre venosa.', '22': 'Determinación de hemoglobina glucosilada.'}}",ult_anio_evitar_comp_diab_medida_3,FALSE
III. DIABETES MELLITUS,ult_anio_evitar_comp_diab_medida_4,a0315d,"Debido a la diabetes, ¿qué medidas preventivas ha seguido para evitar complicaciones en el último año? Prioridad 4",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Revisión de la vista.', '2': 'Toma una aspirina diaria.', '3': 'Revisión de pies.', '4': 'Examen general de orina.', '5': 'Microalbuminuria (con recolección de orina de 24 horas).', '6': 'Medición de la presión arterial.', '7': 'Aplicación de vacuna contra influenza.', '8': 'Aplicación de vacuna contra neumococo.', '9': 'Medición del colesterol y los triglicéridos.', '10': 'Toma un medicamento para disminuir la concentración de coles', '11': 'Toma un medicamento para el control de su presión arterial (', '12': 'Dejó de fumar.', '13': 'Revisión dental.', '14': 'Recibió educación sobre su enfermedad.', '15': 'Electrocardiograma.', '16': 'Evita calzado que pueda lesionar   sus pies.', '17': 'Acude a algún grupo de ayuda mutua.', '18': 'Otro (especifica).', '19': 'No realiza ninguna medida preventiva.', '20': 'Medición de glucosa en sangre capilar en casa.', '21': 'Determinación de glucosa en sangre venosa.', '22': 'Determinación de hemoglobina glucosilada.'}}",ult_anio_evitar_comp_diab_medida_4,FALSE
III. DIABETES MELLITUS,ult_anio_evitar_comp_diab_medida_otra,a0315es,"Debido a la diabetes, ¿qué medidas preventivas ha seguido para evitar complicaciones en el último año? Especifique",visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",ult_anio_evitar_comp_diab_medida_otra,FALSE
III. DIABETES MELLITUS,x_diab_ulceras,a0316a,¿Debido a la diabetes ha tenido úlceras en piernas o pies?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_ulceras,FALSE
III. DIABETES MELLITUS,x_diab_amputacion,a0316b,¿Debido a la diabetes le han amputado alguna parte del cuerpo?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_amputacion,FALSE
III. DIABETES MELLITUS,x_diab_disminuido_vision,a0316c,¿Debido a la diabetes le ha disminuido la visión?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_disminuido_vision,FALSE
III. DIABETES MELLITUS,x_diab_perdida_vision,a0316d,¿Debido a la diabetes ha perdido la vista?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_perdida_vision,FALSE
III. DIABETES MELLITUS,x_diab_dialisis,a0316e,¿Debido a la diabetes le han hecho diálisis?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_dialisis,FALSE
III. DIABETES MELLITUS,x_diab_infarto_corazon,a0316f,¿Debido a la diabetes ha sufrido de un infarto al corazón?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_infarto_corazon,FALSE
III. DIABETES MELLITUS,x_diab_infarto_cerebral,a0316g,¿Debido a la diabetes ha tenido un infarto cerebral?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_infarto_cerebral,FALSE
III. DIABETES MELLITUS,x_diab_pie_diabetico,a0316h,¿Debido a la diabetes ha tenido pie diabético?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_pie_diabetico,FALSE
III. DIABETES MELLITUS,x_diab_coma_diabetico,a0316i,¿Debido a la diabetes sufrió de un coma diabético?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_coma_diabetico,FALSE
III. DIABETES MELLITUS,x_diab_episodio_diverso,a0316j,"¿Debido a la diabetes se le ha bajado el azúcar hasta el punto de tener un episodio de aparición súbita de sudoración, confusión o pérdida de conocimiento, que requirió ayuda de una tercera persona para su resolución?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI', '2': 'NO'}}",x_diab_episodio_diverso,FALSE
IV. HIPERTENSIÓN ARTERIAL,dx_presion_alta,a0401,¿Algún médico le ha dicho que tiene la presión alta?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'SÍ, durante el embarazo.', '3': 'NO.'}}",dx_presion_alta,FALSE
IV. HIPERTENSIÓN ARTERIAL,dx_presion_alta_meses,a0402m,¿Hace cuánto tiempo le dijo su médico que tiene la presión alta? Meses,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",dx_presion_alta_meses,FALSE
IV. HIPERTENSIÓN ARTERIAL,dx_presion_alta_anios,a0402a,¿Hace cuánto tiempo le dijo su médico que tiene la presión alta? Años,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",dx_presion_alta_anios,FALSE
IV. HIPERTENSIÓN ARTERIAL,dx_presion_alta_embarazada,a0403,¿Estaba embarazada cuando le dijeron que su presión estaba alta?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.'}}",dx_presion_alta_embarazada,FALSE
IV. HIPERTENSIÓN ARTERIAL,tx_control_presion_alta,a0404,¿Actualmente toma alguna medicina (pastillas) para controlar su presión alta?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.'}}",tx_control_presion_alta,FALSE
IV. HIPERTENSIÓN ARTERIAL,tx_presion_alta_meses,a0405m,¿Cuánto tiempo tiene tomando este medicamento? Meses,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",tx_presion_alta_meses,FALSE
IV. HIPERTENSIÓN ARTERIAL,tx_presion_alta_anios,a0405a,¿Cuánto tiempo tiene tomando este medicamento? Años,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",tx_presion_alta_anios,FALSE
IV. HIPERTENSIÓN ARTERIAL,ult_anio_visita_med_control_presion,a0406,"En los últimos 12 meses, ¿cuántas veces acudió al médico para controlar su hipertensión (sin contar las visitas al servicio de urgencias)?",visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",ult_anio_visita_med_control_presion,FALSE
IV. HIPERTENSIÓN ARTERIAL,lugar_atiende_presion,a0407,¿En dónde se atiende principalmente para controlar su presión alta?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Instituto Mexicano del Seguro Social (IMSS).', '2': 'ISSSTE/ISSSTE Estatal.', '3': 'PEMEX.', '4': 'Defensa.', '5': 'Marina.', '6': 'Centro de Salud u Hospital de la SSA.', '7': 'IMSS Bienestar (antes Oportunidades).', '8': 'DIF federal, estatal o municipal.', '9': 'Cruz Roja/Cruz Verde.', '10': 'Instituto Nacional de Salud.', '11': 'Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar', '12': 'Consultorios pertenecientes a farmacias/Farmacias con consul', '13': 'Consultorio dentro de hospital privado.', '14': 'Área de urgencias/hospitalización dentro de hospital privado', '15': 'Atención privada en torre de consultorios médicos o en una c', '16': 'Consultorio en domicilio particular de médico privado.', '17': 'Atención privada en mi domicilio.', '18': 'Atención privada vía remota (teléfono, mensajes de texto, te', '19': 'Médico laboral (médico de la empresa).', '20': 'Curandero, hierbero, naturista.', '21': 'Homeópata, partera, acupunturista.', '22': 'Otro (especifique).', '23': 'No sabe / No recuerda.', '24': 'Ninguna.'}}",lugar_atiende_presion,FALSE
IV. HIPERTENSIÓN ARTERIAL,tx_adicional_control_presion_1,a0408a,"Actualmente, ¿qué otro tratamiento lleva para controlar su presión alta? Prioridad 1",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Plan de alimentación (dieta recomendada por personal de salu', '2': 'Realiza algún ejercicio físico.', '3': 'Disminución en el consumo de sal.', '4': 'Medicina alternativa.', '5': 'Ninguno.'}}",tx_adicional_control_presion_1,FALSE
IV. HIPERTENSIÓN ARTERIAL,tx_adicional_control_presion_2,a0408b,"Actualmente, ¿qué otro tratamiento lleva para controlar su presión alta? Prioridad 2",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Plan de alimentación (dieta recomendada por personal de salu', '2': 'Realiza algún ejercicio físico.', '3': 'Disminución en el consumo de sal.', '4': 'Medicina alternativa.', '5': 'Ninguno.'}}",tx_adicional_control_presion_2,FALSE
IV. HIPERTENSIÓN ARTERIAL,ult_anio_frec_medir_presion,a0409,"En los últimos 12 meses, ¿cada cuándo le tomaron la presión?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Diario.', '2': 'Semanal.', '3': 'Mensual.', '4': 'Anual.', '5': 'No se la toman'}}",ult_anio_frec_medir_presion,FALSE
IV. HIPERTENSIÓN ARTERIAL,frecuencia_medir_presion,a0409a,¿Cuántas veces se mide la presion?,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",frecuencia_medir_presion,FALSE
IV. HIPERTENSIÓN ARTERIAL,x_hpt_danio_retina,a04010a,¿Debido a la hipertensión ha sufrido daño en la retina?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",x_hpt_danio_retina,FALSE
IV. HIPERTENSIÓN ARTERIAL,x_hpt_dialisis,a04010b,¿Debido a la hipertensión le han hecho diálisis?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",x_hpt_dialisis,FALSE
IV. HIPERTENSIÓN ARTERIAL,x_hpt_infarto_corazon,a04010c,¿Debido a la hipertensión ha sufrido de un infarto al corazón?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",x_hpt_infarto_corazon,FALSE
IV. HIPERTENSIÓN ARTERIAL,x_hpt_infarto_cerebral,a04010d,¿Debido a la hipertensión ha tenido un infarto o embolia cerebral?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",x_hpt_infarto_cerebral,FALSE
IV. HIPERTENSIÓN ARTERIAL,x_hpt_urgencias_ult_anio,a04010e,¿Debido a la hipertensión ha acudido a un servicio de urgencias en el último año?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",x_hpt_urgencias_ult_anio,FALSE
IV. HIPERTENSIÓN ARTERIAL,x_hpt_hospitalizado_ult_dos_anios,a04010f,¿Debido a la hipertensión ha estado hospitalizado por más de 24 horas en el último año?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",x_hpt_hospitalizado_ult_dos_anios,FALSE
V. ENFERMEDAD CARDIOVASCULAR,x_hpt_episodio_diverso,a0501,"¿Ha tenido alguna vez un dolor fuerte en el pecho, sudoración, con falta de aire o gran malestar que durara media hora o más?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.'}}",x_hpt_episodio_diverso,FALSE
V. ENFERMEDAD CARDIOVASCULAR,dich_medico_tuvo_infarto,a0502a,¿Le ha dicho el médico que usted tiene (o tuvo) un infarto o ataque al corazón?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.'}}",dich_medico_tuvo_infarto,FALSE
V. ENFERMEDAD CARDIOVASCULAR,dich_medico_tuvo_angina,a0502b,"¿Le ha dicho el médico que usted tiene (o tuvo) angina de pecho (dolor o molestia en el pecho, que desaparece regularmente de forma espontánea con el reposo o con medicinas?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.'}}",dich_medico_tuvo_angina,FALSE
V. ENFERMEDAD CARDIOVASCULAR,dich_medico_tuvo_insuf_card,a0502c,"¿Le ha dicho el médico que usted tiene (o tuvo) insuficiencia cardiaca (debilitamiento de la capacidad de bombeo del corazón, que provoca edema en pies, tobillos y piernas, cansancio y falta de aire)?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.'}}",dich_medico_tuvo_insuf_card,FALSE
V. ENFERMEDAD CARDIOVASCULAR,dich_medico_tuvo_infarto_cereb,a0506,"¿Le ha dicho su médico, si ha tenido una embolia o un infarto cerebral?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.', '9': 'No sabe.'}}",dich_medico_tuvo_infarto_cereb,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",dich_medico_padece_enf_renal,a0601a,"¿Alguna vez un médico le ha dicho que padece de alguna enfermedad del riñón, como infección de vías urinarias en más de una ocasión?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",dich_medico_padece_enf_renal,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",dich_medico_padece_calculo_renal,a0601b,"¿Alguna vez un médico le ha dicho que padece de alguna enfermedad del riñón, como cálculos renales?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",dich_medico_padece_calculo_renal,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_dieta_sin_sal,a0602a,¿El tipo de tratamiento que tiene para su enfermedad renal es dieta sin sal?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_dieta_sin_sal,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_medicamentos,a0602b,¿El tipo de tratamiento que tiene para su enfermedad renal es medicamentos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_medicamentos,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_dialisis,a0602c,¿El tipo de tratamiento que tiene para su enfermedad renal es diálisis?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_dialisis,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_hemodialisis,a0602d,¿El tipo de tratamiento que tiene para su enfermedad renal es hemodiálisis?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_hemodialisis,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_medic_alterna,a0602e,¿El tipo de tratamiento que tiene para su enfermedad renal es medicina alternativa?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_medic_alterna,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_otro,a0602f,¿El tipo de tratamiento que tiene para su enfermedad renal es Otro (especifica),visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_otro,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",tx_enf_renal_ninguno,a0602g,No tiene tratamiento para su enfermedad renal (Ninguno),visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",tx_enf_renal_ninguno,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",medicion_col_trig,a0603,¿Le han medido alguna vez la concentración de colesterol y triglicéridos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SÍ.', '2': 'NO.', '9': 'No sabe.'}}",medicion_col_trig,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",dich_medico_col_alto,a0604,¿Algún médico le ha dicho que tiene el colesterol alto?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",dich_medico_col_alto,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",accion_control_col_alto_1,a0605a,Mencione las acciones que actualmente toma para el control del colesterol Prioridad 1,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Medicamento.', '2': 'Dieta.', '3': 'Aumento de actividad física.', '4': 'Medicina Alternativa', '5': 'Ninguna.'}}",accion_control_col_alto_1,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",accion_control_col_alto_2,a0605b,Mencione las acciones que actualmente toma para el control del colesterol Prioridad 2,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Medicamento.', '2': 'Dieta.', '3': 'Aumento de actividad física.', '4': 'Medicina Alternativa', '5': 'Ninguna.'}}",accion_control_col_alto_2,FALSE
"VI. ENFERMEDAD RENAL, HIPERCOLESTEROLEMIA",dich_medico_trig_alto,a0606,¿Algún médico le ha dicho que tiene los triglicéridos  altos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'SI.', '2': 'NO.'}}",dich_medico_trig_alto,FALSE
